2016-1-16;21;70
2016-1-17;21;65
2016-1-18;21;68
2016-1-19;21;66
2016-1-20;21;72
2016-1-21;22;70
2016-1-22;22;71
2016-1-23;22;69
2016-1-24;23;70
2016-1-25;23;72
