2016-1-22;27;16;69;0.0
2016-1-23;27;14;74;0.0
2016-1-24;29;18;71;0.0
2016-1-25;31;19;73;5.0
2016-1-26;31;21;71;0.0
2016-1-27;32;21;71;4.0
2016-1-28;28;20;80;5.0
2016-1-29;28;20;82;11.0
2016-1-30;29;20;78;10.0
2016-1-31;30;20;76;5.0
