2016-1-17;17;79
2016-1-18;17;82
2016-1-19;18;86
2016-1-20;19;79
2016-1-21;21;74
2016-1-22;20;78
2016-1-23;21;78
2016-1-24;21;76
2016-1-25;22;77
2016-1-26;22;76
