2016-1-17;27;77
2016-1-18;28;76
2016-1-19;28;74
2016-1-20;28;73
2016-1-21;27;74
2016-1-22;26;79
2016-1-23;26;77
2016-1-24;27;76
2016-1-25;27;73
2016-1-26;27;75
