2010-1-2;31;18;81;0.00
2010-1-3;32;21;78;0.00
2010-1-4;33;19;80;0.00
2010-1-5;31;20;83;0.00
2010-1-6;30;20;81;0.00
2010-1-7;30;20;87;0.00
2010-1-8;31;20;84;0.00
2010-1-9;32;20;81;0.00
2010-1-10;34;21;73;0.00
2010-1-11;32;20;76;0.00
2010-1-12;31;19;78;0.00
2010-1-13;31;20;80;0.00
2010-1-14;30;21;78;0.00
2010-1-15;25;19;83;0.00
2010-1-16;29;19;81;0.00
2010-1-17;27;20;88;0.00
2010-1-18;30;20;81;0.00
2010-1-19;31;20;82;0.00
2010-1-20;31;20;82;0.00
2010-1-21;28;20;88;0.00
2010-1-22;25;20;87;0.00
2010-1-23;27;19;88;0.00
2010-1-24;27;19;90;0.00
2010-1-25;27;19;92;0.00
2010-1-26;27;19;92;0.00
2010-1-27;30;19;86;0.00
2010-1-28;29;21;88;0.00
2010-1-29;25;21;92;0.00
2010-1-30;28;20;86;0.00
2010-1-31;32;20;78;0.00
2010-2-1;32;20;73;0.00
2010-2-2;33;20;69;0.00
2010-2-3;34;20;73;0.00
2010-2-4;34;20;76;0.00
2010-2-5;34;20;72;0.00
2010-2-6;33;20;66;0.00
2010-2-7;32;19;67;0.00
2010-2-8;34;19;65;0.00
2010-2-9;32;20;76;0.00
2010-2-10;30;20;80;0.00
2010-2-11;32;21;72;0.00
2010-2-12;32;20;73;0.00
2010-2-13;33;22;69;0.00
2010-2-14;34;20;65;0.00
2010-2-15;34;20;65;0.00
2010-2-16;33;20;73;0.00
2010-2-17;31;21;79;0.00
2010-2-18;24;21;89;0.00
2010-2-19;27;20;86;0.00
2010-2-20;29;20;83;0.00
2010-2-21;33;20;76;0.00
2010-2-22;34;20;71;0.00
2010-2-23;33;20;69;0.00
2010-2-24;33;20;80;0.00
2010-2-25;24;19;93;0.00
2010-2-26;23;19;80;0.00
2010-2-27;25;18;80;0.00
2010-2-28;22;20;88;0.00
2010-3-1;20;15;96;0.00
2010-3-2;21;15;92;0.00
2010-3-3;24;18;89;0.00
2010-3-4;28;19;86;0.00
2010-3-5;26;19;80;0.00
2010-3-6;21;18;91;0.00
2010-3-7;29;18;80;0.00
2010-3-8;31;18;71;0.00
2010-3-9;32;18;71;0.00
2010-3-10;33;19;65;0.00
2010-3-11;33;20;64;0.00
2010-3-12;34;20;66;0.00
2010-3-13;34;20;67;0.00
2010-3-14;33;21;74;0.00
2010-3-15;29;20;83;0.00
2010-3-16;27;21;79;0.00
2010-3-17;24;19;83;0.00
2010-3-18;28;18;77;0.00
2010-3-19;30;20;78;0.00
2010-3-20;32;19;77;0.00
2010-3-21;27;19;88;0.00
2010-3-22;32;19;76;0.00
2010-3-23;31;19;81;0.00
2010-3-24;32;20;75;0.00
2010-3-25;31;21;79;0.00
2010-3-26;30;20;83;0.00
2010-3-27;31;20;79;0.00
2010-3-28;29;21;82;0.00
2010-3-29;30;20;85;0.00
2010-3-30;27;19;88;0.00
2010-3-31;28;20;83;0.00
2010-4-1;27;19;81;0.00
2010-4-2;28;18;79;0.00
2010-4-3;27;20;85;0.00
2010-4-4;28;21;86;0.00
2010-4-5;24;20;89;0.00
2010-4-6;19;14;94;0.00
2010-4-7;21;12;86;0.00
2010-4-8;20;14;81;0.00
2010-4-9;22;15;83;0.00
2010-4-10;23;14;83;0.00
2010-4-11;23;12;82;0.00
2010-4-12;25;15;77;0.00
2010-4-13;26;14;77;0.00
2010-4-14;27;14;77;0.00
2010-4-15;27;17;74;0.00
2010-4-16;29;17;71;0.00
2010-4-17;29;16;69;0.00
2010-4-18;29;15;68;0.00
2010-4-19;30;14;74;0.00
2010-4-20;31;16;73;0.00
2010-4-21;31;17;68;0.00
2010-4-22;32;18;69;0.00
2010-4-23;30;18;79;0.00
2010-4-24;23;18;90;0.00
2010-4-25;29;19;79;0.00
2010-4-26;32;19;71;0.00
2010-4-27;29;18;75;0.00
2010-4-28;25;18;83;0.00
2010-4-29;23;17;83;0.00
2010-4-30;24;17;78;0.00
2010-5-1;24;16;74;0.00
2010-5-2;28;14;76;0.00
2010-5-3;28;14;72;0.00
2010-5-4;29;15;70;0.00
2010-5-5;29;16;74;0.00
2010-5-6;29;18;80;0.00
2010-5-7;31;16;78;0.00
2010-5-8;26;18;84;0.00
2010-5-9;20;16;90;0.00
2010-5-10;21;13;84;0.00
2010-5-11;22;11;87;0.00
2010-5-12;22;14;69;0.00
2010-5-13;21;10;70;0.00
2010-5-14;23;11;82;0.00
2010-5-15;24;13;84;0.00
2010-5-16;25;13;88;0.00
2010-5-17;24;11;82;0.00
2010-5-18;25;15;82;0.00
2010-5-19;25;17;81;0.00
2010-5-20;20;12;75;0.00
2010-5-21;20;9;83;0.00
2010-5-22;24;12;83;0.00
2010-5-23;23;12;87;0.00
2010-5-24;25;13;85;0.00
2010-5-25;26;17;85;0.00
2010-5-26;25;16;81;0.00
2010-5-27;21;15;81;0.00
2010-5-28;22;12;80;0.00
2010-5-29;24;15;78;0.00
2010-5-30;28;14;73;0.00
2010-5-31;20;14;80;0.00
2010-6-1;18;10;81;0.00
2010-6-2;20;11;77;0.00
2010-6-3;22;14;80;0.00
2010-6-4;24;13;71;0.00
2010-6-5;24;14;85;0.00
2010-6-6;20;9;77;0.00
2010-6-7;20;7;81;0.00
2010-6-8;21;6;85;0.00
2010-6-9;22;10;80;0.00
2010-6-10;21;12;87;0.00
2010-6-11;20;11;80;0.00
2010-6-12;17;12;81;0.00
2010-6-13;20;6;78;0.00
2010-6-14;22;9;80;0.00
2010-6-15;22;5;82;0.00
2010-6-16;26;7;78;0.00
2010-6-17;29;8;68;0.00
2010-6-18;28;11;74;0.00
2010-6-19;30;10;68;0.00
2010-6-20;30;11;59;0.00
2010-6-21;25;13;80;0.00
2010-6-22;19;14;94;0.00
2010-6-23;21;13;81;0.00
2010-6-24;26;13;76;0.00
2010-6-25;26;12;78;0.00
2010-6-26;25;11;83;0.00
2010-6-27;24;10;74;0.00
2010-6-28;25;8;75;0.00
2010-6-29;23;9;79;0.00
2010-6-30;24;11;86;0.00
2010-7-1;24;8;82;0.00
2010-7-2;24;8;79;0.00
2010-7-3;24;10;80;0.00
2010-7-4;25;12;82;0.00
2010-7-5;24;11;75;0.00
2010-7-6;27;12;74;0.00
2010-7-7;25;10;70;0.00
2010-7-8;26;10;66;0.00
2010-7-9;26;9;69;0.00
2010-7-10;22;13;84;0.00
2010-7-11;26;13;77;0.00
2010-7-12;29;15;70;0.00
2010-7-13;24;16;85;0.00
2010-7-14;16;13;96;0.00
2010-7-15;17;12;98;0.00
2010-7-16;18;13;94;0.00
2010-7-17;19;14;91;0.00
2010-7-18;22;12;88;0.00
2010-7-19;25;14;81;0.00
2010-7-20;28;14;77;0.00
2010-7-21;28;14;70;0.00
2010-7-22;29;16;63;0.00
2010-7-23;29;15;74;0.00
2010-7-24;24;17;80;0.00
2010-7-25;25;14;68;0.00
2010-7-26;26;11;75;0.00
2010-7-27;22;12;84;0.00
2010-7-28;23;14;80;0.00
2010-7-29;27;18;68;0.00
2010-7-30;27;16;66;0.00
2010-7-31;27;14;57;0.00
2010-8-1;27;14;72;0.00
2010-8-2;23;16;80;0.00
2010-8-3;18;15;82;0.00
2010-8-4;17;14;85;0.00
2010-8-5;19;12;85;0.00
2010-8-6;18;11;76;0.00
2010-8-7;24;8;80;0.00
2010-8-8;27;7;72;0.00
2010-8-9;21;9;79;0.00
2010-8-10;20;11;81;0.00
2010-8-11;22;13;76;0.00
2010-8-12;26;14;68;0.00
2010-8-13;29;15;57;0.00
2010-8-14;19;13;77;0.00
2010-8-15;17;10;78;0.00
2010-8-16;19;6;72;0.00
2010-8-17;20;8;74;0.00
2010-8-18;22;8;70;0.00
2010-8-19;25;7;64;0.00
2010-8-20;27;8;59;0.00
2010-8-21;27;11;66;0.00
2010-8-22;30;11;63;0.00
2010-8-23;30;10;56;0.00
2010-8-24;31;10;57;0.00
2010-8-25;31;11;51;0.00
2010-8-26;32;11;49;0.00
2010-8-27;32;13;49;0.00
2010-8-28;30;12;65;0.00
2010-8-29;31;14;66;0.00
2010-8-30;26;13;76;0.00
2010-8-31;29;14;68;0.00
2010-9-1;28;15;54;0.00
2010-9-2;30;13;54;0.00
2010-9-3;31;14;54;0.00
2010-9-4;33;14;49;0.00
2010-9-5;21;16;74;0.00
2010-9-6;20;13;78;0.00
2010-9-7;18;14;89;0.00
2010-9-8;22;13;81;0.00
2010-9-9;23;13;73;0.00
2010-9-10;25;14;75;0.00
2010-9-11;29;14;59;0.00
2010-9-12;32;12;51;0.00
2010-9-13;31;14;46;0.00
2010-9-14;32;16;39;0.00
2010-9-15;23;17;71;0.00
2010-9-16;27;16;76;0.00
2010-9-17;33;15;71;0.00
2010-9-18;19;14;81;0.00
2010-9-19;21;13;75;0.00
2010-9-20;27;13;76;0.00
2010-9-21;30;14;72;0.00
2010-9-22;33;17;64;0.00
2010-9-23;32;17;61;0.00
2010-9-24;23;18;82;0.00
2010-9-25;26;17;84;0.00
2010-9-26;18;16;97;0.00
2010-9-27;24;15;88;0.00
2010-9-28;24;17;84;0.00
2010-9-29;24;15;82;0.00
2010-9-30;26;18;75;0.00
2010-10-1;25;18;87;0.00
2010-10-2;22;17;89;0.00
2010-10-3;18;15;84;0.00
