2010-1-2;31;25;79;0.00
2010-1-3;30;25;86;0.00
2010-1-4;31;25;80;0.00
2010-1-5;31;24;82;0.00
2010-1-6;31;25;77;0.00
2010-1-7;31;25;78;0.00
2010-1-8;30;25;82;0.00
2010-1-9;30;25;78;0.00
2010-1-10;30;24;83;0.00
2010-1-11;31;25;76;0.00
2010-1-12;30;25;82;0.00
2010-1-13;31;25;83;0.00
2010-1-14;31;25;80;0.00
2010-1-15;31;25;72;0.00
2010-1-16;32;24;78;0.00
2010-1-17;31;28;69;0.00
2010-1-18;28;24;86;0.00
2010-1-19;31;23;81;0.00
2010-1-20;30;24;82;0.00
2010-1-21;32;25;76;0.00
2010-1-22;31;26;78;0.00
2010-1-23;30;26;79;0.00
2010-1-24;31;25;73;0.00
2010-1-25;31;25;70;0.00
2010-1-26;30;23;76;0.00
2010-1-27;31;24;76;0.00
2010-1-28;32;25;73;0.00
2010-1-29;31;26;70;0.00
2010-1-30;31;24;73;0.00
2010-1-31;31;24;75;0.00
2010-2-1;31;25;76;0.00
2010-2-2;31;26;73;0.00
2010-2-3;30;24;80;0.00
2010-2-4;29;24;90;0.00
2010-2-5;28;24;90;0.00
2010-2-6;30;24;80;0.00
2010-2-7;30;24;80;0.00
2010-2-8;31;24;78;0.00
2010-2-9;31;24;76;0.00
2010-2-10;30;26;73;0.00
2010-2-11;31;25;81;0.00
2010-2-12;31;25;81;0.00
2010-2-13;31;24;87;0.00
2010-2-14;30;24;83;0.00
2010-2-15;31;25;83;0.00
2010-2-16;31;25;81;0.00
2010-2-17;31;25;77;0.00
2010-2-18;32;24;78;0.00
2010-2-19;31;25;78;0.00
2010-2-20;31;25;84;0.00
2010-2-21;32;25;79;0.00
2010-2-22;31;25;81;0.00
2010-2-23;31;25;78;0.00
2010-2-24;31;25;80;0.00
2010-2-25;32;25;75;0.00
2010-2-26;32;26;78;0.00
2010-2-27;31;26;76;0.00
2010-2-28;31;24;78;0.00
2010-3-1;31;24;77;0.00
2010-3-2;31;26;82;0.00
2010-3-3;31;25;88;0.00
2010-3-4;32;25;80;0.00
2010-3-5;30;26;87;0.00
2010-3-6;31;25;88;0.00
2010-3-7;31;26;85;0.00
2010-3-8;31;25;85;0.00
2010-3-9;31;25;84;0.00
2010-3-10;31;26;84;0.00
2010-3-11;31;26;83;0.00
2010-3-12;32;26;81;0.00
2010-3-13;31;26;83;0.00
2010-3-14;31;25;79;0.00
2010-3-15;32;25;77;0.00
2010-3-16;31;25;76;0.00
2010-3-17;30;25;85;0.00
2010-3-18;31;25;82;0.00
2010-3-19;31;25;82;0.00
2010-3-20;31;25;83;0.00
2010-3-21;31;24;83;0.00
2010-3-22;31;26;79;0.00
2010-3-23;30;25;79;0.00
2010-3-24;31;24;83;0.00
2010-3-25;31;25;81;0.00
2010-3-26;30;25;84;0.00
2010-3-27;31;25;81;0.00
2010-3-28;29;24;85;0.00
2010-3-29;31;25;82;0.00
2010-3-30;31;25;82;0.00
2010-3-31;32;25;79;0.00
2010-4-1;31;25;82;0.00
2010-4-2;31;26;85;0.00
2010-4-3;31;26;82;0.00
2010-4-4;30;25;84;0.00
2010-4-5;30;25;85;0.00
2010-4-6;31;25;83;0.00
2010-4-7;34;24;81;0.00
2010-4-8;29;24;79;0.00
2010-4-9;29;24;73;0.00
2010-4-10;29;24;74;0.00
2010-4-11;29;24;73;0.00
2010-4-12;30;24;72;0.00
2010-4-13;30;24;82;0.00
2010-4-14;32;24;76;0.00
2010-4-15;27;24;92;0.00
2010-4-16;29;24;90;0.00
2010-4-17;30;26;86;0.00
2010-4-18;30;25;84;0.00
2010-4-19;30;24;81;0.00
2010-4-20;30;23;80;0.00
2010-4-21;30;25;85;0.00
2010-4-22;30;24;84;0.00
2010-4-23;31;24;83;0.00
2010-4-24;30;24;84;0.00
2010-4-25;31;25;83;0.00
2010-4-26;30;24;82;0.00
2010-4-27;30;24;84;0.00
2010-4-28;31;24;82;0.00
2010-4-29;29;24;83;0.00
2010-4-30;30;23;81;0.00
2010-5-1;29;24;83;0.00
2010-5-2;30;24;80;0.00
2010-5-3;30;23;77;0.00
2010-5-4;29;22;78;0.00
2010-5-5;30;23;77;0.00
2010-5-6;30;25;86;0.00
2010-5-7;30;24;86;0.00
2010-5-8;30;24;85;0.00
2010-5-9;30;25;82;0.00
2010-5-10;30;24;82;0.00
2010-5-11;30;24;86;0.00
2010-5-12;29;24;84;0.00
2010-5-13;31;24;84;0.00
2010-5-14;30;25;89;0.00
2010-5-15;27;24;90;0.00
2010-5-16;29;24;78;0.00
2010-5-17;30;25;74;0.00
2010-5-18;29;25;77;0.00
2010-5-19;29;23;76;0.00
2010-5-20;29;22;80;0.00
2010-5-21;29;22;80;0.00
2010-5-22;30;22;82;0.00
2010-5-23;29;24;88;0.00
2010-5-24;29;23;86;0.00
2010-5-25;29;24;84;0.00
2010-5-26;28;23;87;0.00
2010-5-27;31;23;74;0.00
2010-5-28;30;24;74;0.00
2010-5-29;28;24;79;0.00
2010-5-30;25;23;93;0.00
2010-5-31;29;23;87;0.00
2010-6-1;29;23;83;0.00
2010-6-2;28;22;80;0.00
2010-6-3;29;22;78;0.00
2010-6-4;28;22;78;0.00
2010-6-5;28;21;85;0.00
2010-6-6;;;;
2010-6-7;27;24;86;0.00
2010-6-8;28;23;70;0.00
2010-6-9;28;21;77;0.00
2010-6-10;28;22;75;0.00
2010-6-11;28;22;76;0.00
2010-6-12;28;22;75;0.00
2010-6-13;27;20;64;0.00
2010-6-14;26;18;74;0.00
2010-6-15;27;19;77;0.00
2010-6-16;27;21;78;0.00
2010-6-17;28;20;77;0.00
2010-6-18;28;19;79;0.00
2010-6-19;28;22;80;0.00
2010-6-20;28;22;87;0.00
2010-6-21;29;21;84;0.00
2010-6-22;29;20;84;0.00
2010-6-23;29;23;82;0.00
2010-6-24;28;23;85;0.00
2010-6-25;27;23;81;0.00
2010-6-26;28;22;76;0.00
2010-6-27;27;21;86;0.00
2010-6-28;27;22;84;0.00
2010-6-29;28;22;75;0.00
2010-6-30;28;21;75;0.00
2010-7-1;27;22;82;0.00
2010-7-2;27;21;83;0.00
2010-7-3;28;22;75;0.00
2010-7-4;27;22;77;0.00
2010-7-5;27;21;83;0.00
2010-7-6;27;21;80;0.00
2010-7-7;27;21;82;0.00
2010-7-8;28;21;85;0.00
2010-7-9;27;22;86;0.00
2010-7-10;26;22;89;0.00
2010-7-11;28;22;83;0.00
2010-7-12;28;21;82;0.00
2010-7-13;27;24;87;0.00
2010-7-14;28;23;85;0.00
2010-7-15;29;23;80;0.00
2010-7-16;25;23;92;0.00
2010-7-17;27;22;87;0.00
2010-7-18;27;21;83;0.00
2010-7-19;26;21;82;0.00
2010-7-20;27;21;78;0.00
2010-7-21;27;21;79;0.00
2010-7-22;27;20;80;0.00
2010-7-23;26;20;85;0.00
2010-7-24;;;;
2010-7-25;;;;
2010-7-26;27;22;85;0.00
2010-7-27;27;21;89;0.00
2010-7-28;27;22;82;0.00
2010-7-29;27;21;75;0.00
2010-7-30;24;21;92;0.00
2010-7-31;26;20;72;0.00
2010-8-1;26;21;82;0.00
2010-8-2;28;22;78;0.00
2010-8-3;26;21;87;0.00
2010-8-4;25;21;82;0.00
2010-8-5;27;20;81;0.00
2010-8-6;27;20;81;0.00
2010-8-7;27;19;81;0.00
2010-8-8;27;20;79;0.00
2010-8-9;27;20;82;0.00
2010-8-10;27;20;80;0.00
2010-8-11;27;21;75;0.00
2010-8-12;27;21;70;0.00
2010-8-13;27;20;78;0.00
2010-8-14;27;19;79;0.00
2010-8-15;28;21;80;0.00
2010-8-16;25;20;80;0.00
2010-8-17;26;20;70;0.00
2010-8-18;25;19;65;0.00
2010-8-19;24;20;77;0.00
2010-8-20;25;19;88;0.00
2010-8-21;26;21;88;0.00
2010-8-22;27;20;79;0.00
2010-8-23;26;20;81;0.00
2010-8-24;27;21;81;0.00
2010-8-25;28;22;78;0.00
2010-8-26;26;20;85;0.00
2010-8-27;28;21;80;0.00
2010-8-28;27;19;80;0.00
2010-8-29;27;22;81;0.00
2010-8-30;27;22;86;0.00
2010-8-31;28;23;72;0.00
2010-9-1;27;22;75;0.00
2010-9-2;28;23;68;0.00
2010-9-3;27;21;74;0.00
2010-9-4;27;19;75;0.00
2010-9-5;28;18;76;0.00
2010-9-6;27;20;79;0.00
2010-9-7;27;21;77;0.00
2010-9-8;27;22;80;0.00
2010-9-9;27;22;85;0.00
2010-9-10;27;21;76;0.00
2010-9-11;27;19;68;0.00
2010-9-12;27;19;71;0.00
2010-9-13;28;18;74;0.00
2010-9-14;27;20;74;0.00
2010-9-15;27;21;78;0.00
2010-9-16;28;21;79;0.00
2010-9-17;27;21;80;0.00
2010-9-18;28;22;80;0.00
2010-9-19;27;21;82;0.00
2010-9-20;27;22;78;0.00
2010-9-21;28;23;73;0.00
2010-9-22;28;21;78;0.00
2010-9-23;27;24;76;0.00
2010-9-24;27;22;80;0.00
2010-9-25;27;24;75;0.00
2010-9-26;;;;
2010-9-27;28;25;71;0.00
2010-9-28;28;22;80;0.00
2010-9-29;29;25;80;0.00
2010-9-30;29;26;80;0.00
2010-10-1;28;24;76;0.00
2010-10-2;29;22;83;0.00
2010-10-3;29;24;83;0.00
2010-10-4;28;24;80;0.00
2010-10-5;28;23;83;0.00
2010-10-6;29;25;80;0.00
2010-10-7;29;25;80;0.00
2010-10-8;30;26;78;0.00
2010-10-9;29;26;79;0.00
2010-10-10;28;23;79;0.00
2010-10-11;27;22;84;0.00
2010-10-12;29;26;78;0.00
2010-10-13;25;22;84;0.00
2010-10-14;28;22;88;0.00
2010-10-15;28;23;84;0.00
2010-10-16;29;24;75;0.00
2010-10-17;29;26;72;0.00
2010-10-18;29;25;76;0.00
2010-10-19;29;24;84;0.00
2010-10-20;26;22;87;0.00
2010-10-21;26;22;81;0.00
2010-10-22;27;21;76;0.00
2010-10-23;28;20;80;0.00
2010-10-24;29;22;82;0.00
2010-10-25;29;25;83;0.00
2010-10-26;29;27;81;0.00
2010-10-27;29;25;88;0.00
2010-10-28;28;25;86;0.00
2010-10-29;29;25;87;0.00
2010-10-30;29;26;83;0.00
2010-10-31;29;27;77;0.00
2010-11-1;29;24;83;0.00
2010-11-2;29;27;80;0.00
2010-11-3;29;26;78;0.00
2010-11-4;29;25;82;0.00
2010-11-5;29;24;82;0.00
2010-11-6;30;24;77;0.00
2010-11-7;30;26;78;0.00
2010-11-8;30;27;76;0.00
2010-11-9;29;26;71;0.00
2010-11-10;30;23;74;0.00
2010-11-11;29;24;80;0.00
2010-11-12;30;26;77;0.00
2010-11-13;29;24;80;0.00
2010-11-14;27;23;91;0.00
2010-11-15;29;23;84;0.00
2010-11-16;30;24;81;0.00
2010-11-17;30;26;74;0.00
2010-11-18;28;25;81;0.00
2010-11-19;30;24;82;0.00
2010-11-20;30;25;81;0.00
2010-11-21;30;24;79;0.00
2010-11-22;30;23;78;0.00
2010-11-23;30;24;82;0.00
2010-11-24;28;25;85;0.00
2010-11-25;29;25;82;0.00
2010-11-26;30;25;82;0.00
2010-11-27;30;25;83;0.00
2010-11-28;29;25;89;0.00
2010-11-29;28;23;88;0.00
2010-11-30;29;24;87;0.00
2010-12-1;29;25;79;0.00
2010-12-2;30;23;78;0.00
2010-12-3;30;24;72;0.00
2010-12-4;29;22;76;0.00
2010-12-5;29;22;83;0.00
2010-12-6;30;27;80;0.00
2010-12-7;29;26;83;0.00
2010-12-8;29;26;83;0.00
2010-12-9;29;24;89;0.00
2010-12-10;27;26;90;0.00
2010-12-11;28;25;89;0.00
2010-12-12;28;24;91;0.00
2010-12-13;29;25;86;0.00
2010-12-14;29;26;86;0.00
2010-12-15;30;26;80;0.00
2010-12-16;30;26;77;0.00
2010-12-17;30;25;75;0.00
2010-12-18;28;23;86;0.00
2010-12-19;30;23;81;0.00
2010-12-20;30;23;80;0.00
2010-12-21;28;24;91;0.00
2010-12-22;30;23;85;0.00
2010-12-23;30;24;77;0.00
2010-12-24;30;25;80;0.00
2010-12-25;31;25;85;0.00
2010-12-26;30;25;83;0.00
2010-12-27;30;25;82;0.00
2010-12-28;30;24;81;0.00
2010-12-29;30;25;79;0.00
2010-12-30;31;26;82;0.00
2010-12-31;28;25;87;0.00
2011-1-1;30;25;82;0.00
2011-1-2;30;24;81;0.00
2011-1-3;30;24;79;0.00
2011-1-4;31;27;75;0.00
2011-1-5;31;27;72;0.00
2011-1-6;30;24;80;0.00
2011-1-7;30;24;82;0.00
2011-1-8;31;25;74;0.00
2011-1-9;30;23;76;0.00
2011-1-10;30;24;75;0.00
2011-1-11;30;24;80;0.00
2011-1-12;28;25;87;0.00
2011-1-13;29;25;87;0.00
2011-1-14;30;26;82;0.00
2011-1-15;30;23;79;0.00
2011-1-16;30;25;84;0.00
2011-1-17;30;26;78;0.00
2011-1-18;31;24;74;0.00
