2016-1-17;21;63
2016-1-18;21;75
2016-1-19;21;78
2016-1-20;21;77
2016-1-21;21;74
2016-1-22;23;72
2016-1-23;23;76
2016-1-24;23;78
2016-1-25;24;79
2016-1-26;24;77
