2016-1-17;19;89
2016-1-18;21;83
2016-1-19;21;84
2016-1-20;21;83
2016-1-21;22;75
2016-1-22;21;76
2016-1-23;21;78
2016-1-24;21;81
2016-1-25;22;78
2016-1-26;23;75
