2016-1-17;21;60
2016-1-18;22;67
2016-1-19;20;70
2016-1-20;22;70
2016-1-21;22;67
2016-1-22;23;65
2016-1-23;23;70
2016-1-24;23;71
2016-1-25;24;72
2016-1-26;24;69
