2016-1-17;24;55
2016-1-18;23;65
2016-1-19;23;69
2016-1-20;24;61
2016-1-21;24;69
2016-1-22;24;69
2016-1-23;24;76
2016-1-24;25;76
2016-1-25;24;78
2016-1-26;26;76
